13.26676,52.29851
13.26673,52.29829
13.26674,52.2982
13.26677,52.2981
13.26677,52.29795
13.2667,52.29773
13.2666,52.29741
13.26654,52.29732
13.26644,52.29729
13.26636,52.29731
13.26596,52.29752
13.26584,52.29759
13.26577,52.29761
13.26558,52.29762
13.26557,52.29764
13.26556,52.29767
13.2655,52.29771
13.26539,52.29774
13.26534,52.29774
13.26524,52.29787
13.26514,52.29796
13.26504,52.29802
13.26485,52.29816
13.26415,52.29857
13.2632,52.2991
13.26145,52.30011
13.26144,52.30014
13.26012,52.30092
13.25883,52.30165
13.25866,52.30174
13.2586,52.30175
13.25752,52.30235
13.25613,52.30315
13.25613,52.30318
13.25601,52.30326
13.25419,52.30433
13.25371,52.30459
13.25364,52.3046
13.25147,52.30581
13.24998,52.30668
13.24917,52.30715
13.24765,52.30799
13.24599,52.30878
13.24436,52.30958
13.24306,52.31021
13.24327,52.31035
13.24362,52.31057
13.24398,52.31077
13.24582,52.31158
13.24637,52.31187
13.24691,52.31221
13.24769,52.3128
13.24828,52.31329
13.24855,52.31355
13.249,52.31408
13.24962,52.31501
13.24989,52.31534
13.25017,52.31559
13.25034,52.31572
13.25066,52.31589
13.25078,52.31592
13.25109,52.31606
13.25123,52.31615
13.25135,52.31625
13.25143,52.31637
13.25178,52.31636
13.25209,52.31637
13.25286,52.31642
13.25337,52.3164
13.26074,52.3159
13.26398,52.31571
13.27148,52.31523
13.27491,52.315
13.28287,52.31448
13.28287,52.31444
13.28293,52.31438
13.28302,52.31434
13.28313,52.31434
13.28321,52.31435
13.2833,52.31441
13.28332,52.31445
13.28657,52.31424
13.28688,52.31419
13.28739,52.31402
13.28774,52.31396
13.28829,52.31394
13.28933,52.31402
13.28956,52.31403
13.29183,52.31387
13.29274,52.31381
13.29696,52.31353
13.29807,52.31345
13.29873,52.31343
13.29903,52.31344
13.30041,52.31372
13.30291,52.31429
13.30497,52.31473
13.30974,52.31564
13.3102,52.3157
13.31181,52.31581
13.313,52.3159
13.31328,52.31593
13.31174,52.31671
13.31128,52.31694
13.31108,52.31704
13.31014,52.3175
13.30941,52.31797
13.3087,52.3185
13.30764,52.31933
13.30684,52.32003
13.30561,52.32133
13.30507,52.32189
13.30476,52.32217
13.30221,52.32452
13.3012,52.32547
13.30074,52.32597
13.30049,52.32632
13.30032,52.32661
13.30021,52.32687
13.30012,52.32715
13.30006,52.3274
13.30004,52.32762
13.30003,52.32818
13.30017,52.32911
13.30022,52.32976
13.30024,52.33151
13.30025,52.33312
13.30023,52.33468
13.30019,52.3378
13.30019,52.33876
13.30029,52.33917
13.30053,52.33989
13.30147,52.34253
13.30237,52.34508
13.30252,52.34541
13.30262,52.34555
13.30275,52.3457
13.30356,52.34645
13.30441,52.34719
13.30479,52.34748
13.30535,52.34787
13.30685,52.34889
13.30718,52.34914
13.30735,52.34936
13.30744,52.34953
13.30748,52.34967
13.3075,52.34981
13.30756,52.35033
13.30756,52.3505
13.30746,52.3512
13.30733,52.3526
13.30733,52.35315
13.30733,52.35326
13.30736,52.35327
13.30741,52.3533
13.30743,52.35334
13.30743,52.35342
13.3074,52.35369
13.3073,52.35375
13.30718,52.35375
13.30705,52.3537
13.30703,52.35365
13.30704,52.35347
13.30705,52.35342
13.30696,52.35341
13.30648,52.35334
13.30513,52.35324
13.30408,52.35314
13.3038,52.35308
13.30082,52.35279
13.30004,52.35271
13.29947,52.35267
13.29911,52.35255
13.29805,52.3521
13.29515,52.3509
13.29316,52.35008
13.29293,52.35003
13.2926,52.34998
13.29222,52.34998
13.29179,52.35004
13.2913,52.35022
13.29098,52.35036
13.28952,52.35103
13.28914,52.3512
13.28893,52.35129
13.28853,52.35145
13.28832,52.35149
13.28809,52.35149
13.28781,52.35146
13.2875,52.35133
13.28734,52.3512
13.28724,52.35103
13.28722,52.35084
13.28722,52.3508
13.28673,52.35078
13.2863,52.35077
13.28606,52.35074
13.28573,52.35063
13.28549,52.35046
13.28505,52.35002
13.28499,52.34995
13.28489,52.34994
13.28331,52.35016
13.28154,52.35044
13.28121,52.35048
13.28099,52.35049
13.27978,52.35008
13.27804,52.34948
13.27561,52.34864
13.27551,52.3486
13.27515,52.34913
13.27493,52.34939
13.27439,52.35014
13.27346,52.3514
13.27144,52.35425
13.27136,52.35438
13.27104,52.35489
13.27068,52.35528
13.27,52.35595
13.26967,52.35638
13.26937,52.35631
13.26919,52.35628
13.26906,52.3563
13.26882,52.35638
13.268,52.35678
13.2675,52.35704
13.26729,52.35718
13.26713,52.35734
13.26651,52.35811
13.26623,52.35836
13.26604,52.35847
13.26569,52.35862
13.26538,52.35868
13.26484,52.35873
13.25669,52.35925
13.25038,52.35965
13.24914,52.35976
13.24846,52.35986
13.24465,52.36051
13.23769,52.36169
13.23505,52.36212
13.22649,52.36356
13.21257,52.3659
13.20739,52.36678
13.20431,52.36731
13.2026,52.36756
13.19968,52.36791
13.19879,52.36802
13.19732,52.36821
13.19678,52.36826
13.19756,52.36895
13.1984,52.36968
13.1997,52.37082
13.20007,52.37114
13.20054,52.37159
13.20125,52.37224
13.20226,52.37314
13.20361,52.37428
13.2056,52.3761
13.20588,52.37636
13.2064,52.37687
13.20711,52.37763
13.20865,52.37921
13.20969,52.3803
13.21128,52.38193
13.21132,52.3819
13.21128,52.38193
13.21197,52.38268
13.21244,52.38317
13.21331,52.38415
