13.41818,52.5155
13.41825,52.51571
13.41827,52.51621
13.41831,52.51648
13.41831,52.51701
13.41822,52.51751
13.41799,52.51806
13.41782,52.51838
13.4176,52.51871
13.41718,52.51921
13.41669,52.51969
13.41637,52.51994
13.41617,52.52011
13.41574,52.52049
13.41551,52.52067
13.41539,52.52081
13.41591,52.52131
13.41654,52.5219
13.41669,52.52207
13.4164,52.5222
13.41533,52.5227
13.4132,52.52368
13.41244,52.52402
13.41231,52.52405
13.41205,52.52406
13.41172,52.52402
13.41097,52.524
13.41069,52.524
13.40971,52.52406
13.40997,52.52445
13.41012,52.52464
13.41106,52.52588
13.41122,52.52607
13.41093,52.52666
13.41096,52.5267
13.41092,52.52689
13.41047,52.52783
13.4104,52.52806
13.41022,52.52842
13.41014,52.52856
13.40997,52.52877
13.40953,52.52886
13.4082,52.52912
13.40568,52.52956
13.40411,52.52981
13.40377,52.52985
13.40334,52.52987
13.40177,52.52981
13.40136,52.52977
13.40098,52.52968
13.40033,52.52963
13.40009,52.52958
13.39757,52.52943
13.39741,52.5294
13.39573,52.529
13.39326,52.52839
13.39243,52.52823
13.39288,52.52754
13.393,52.52744
13.39359,52.52635
13.39359,52.5263
13.39319,52.5255
13.39292,52.52502
13.39288,52.52496
13.39288,52.52496
13.39255,52.52437
13.39213,52.52356
13.39201,52.52355
13.39095,52.52351
13.38893,52.52344
13.38784,52.5234
13.38781,52.52357
13.38777,52.52386
13.38762,52.52386
13.38542,52.52352
13.38073,52.52277
13.3774,52.52222
13.37675,52.52213
13.37648,52.52207
13.37637,52.52217
13.37602,52.52248
13.37575,52.52265
13.37495,52.52305
13.37418,52.52332
13.37327,52.52349
13.37261,52.52356
13.37166,52.52355
13.3713,52.52351
13.37067,52.52341
13.36984,52.52319
13.36924,52.52297
13.36862,52.52262
13.36836,52.52253
13.36817,52.52242
13.36805,52.52234
13.36797,52.52239
13.36776,52.52243
13.36591,52.52266
13.36451,52.52283
13.36407,52.52292
13.36368,52.52298
13.36306,52.52307
13.35975,52.52345
13.35844,52.52362
13.35711,52.5237
13.35685,52.52373
13.35681,52.52358
13.35679,52.52327
13.3566,52.52284
13.35594,52.52091
13.3556,52.51985
13.35542,52.51939
13.3553,52.519
13.35496,52.51797
13.35474,52.51735
13.35464,52.5173
13.35457,52.51711
13.35451,52.51704
13.35435,52.51689
13.35413,52.51675
13.35298,52.51625
13.35241,52.51605
13.35241,52.51605
13.35195,52.51585
13.35156,52.51567
13.35127,52.5155
13.35096,52.51528
13.35074,52.51517
13.35042,52.51513
13.35005,52.51516
13.34975,52.51513
13.34963,52.51511
13.34944,52.51503
13.34921,52.51487
13.34911,52.51478
13.34908,52.51473
13.34906,52.51464
13.34907,52.51449
13.34911,52.51437
13.34917,52.51426
13.34927,52.51413
13.34946,52.51402
13.34969,52.51394
13.34996,52.5139
13.35022,52.5139
13.35051,52.51394
13.35075,52.514
13.35087,52.51406
13.35097,52.51415
13.35105,52.51424
13.35144,52.51446
13.35177,52.51455
13.35248,52.51461
13.3534,52.51467
13.36348,52.51532
13.36855,52.51564
13.36942,52.51568
13.36972,52.5157
13.36972,52.5157
